name,geoid,state_name,county_name,population,population_density_sq_mi,median_household_income,hhs_total,race_and_ethnicity_total,age_total,median_age,educational_attainment_population_25_years_and_over,educational_attainment_bachelors,DUMMYBachelors,educational_attainment_graduate,family_households_total,family_poverty_pct,unemployment_pct,housing_units,median_value_of_owner_occupied_units,households,
Herald CDP,16000US0633294,California,Sacramento,967,122.7,92708,349,967,967,53,772,0.159,0,0.092,265,0.019,0.055,366,543100,349,
Hercules city,16000US0633308,California,Contra Costa,25616,3996.5,117018,8402,25616,25616,41.2,18426,0.29,1,0.142,6531,0.034,0.039,8646,561600,8402,
Herlong CDP,16000US0633336,California,Lassen,1295,795.3,52500,116,1295,1295,35.9,1176,0.02,0,0.012,58,0.086,0.078,147,-1,116,
Hermosa Beach city,16000US0633364,California,Los Angeles,19539,13704,136702,8956,19539,19539,39.3,15383,0.483,1,0.274,4219,0.026,0.04,10058,1542900,8956,
Hesperia city,16000US0633434,California,San Bernardino,94203,1295.7,53561,26738,94203,94203,31.2,55306,0.074,0,0.038,21489,0.162,0.103,28129,235700,26738,
Hickman CDP,16000US0633504,California,Stanislaus,712,916.3,54028,211,712,712,38.7,430,0.088,0,0.014,170,0.106,0.075,224,266000,211,
Hidden Hills city,16000US0633518,California,Los Angeles,1751,1037,246042,561,1751,1751,47.3,1149,0.426,1,0.274,478,0.029,0.074,588,2000001,561,
Hidden Meadows CDP,16000US0633532,California,San Diego,3462,525.6,99750,1403,3462,3462,53.6,2688,0.258,1,0.239,991,0,0.038,1658,619600,1403,
Hidden Valley Lake CDP,16000US0633549,California,Lake,5539,566.1,70406,2068,5539,5539,44.5,3811,0.126,0,0.062,1461,0.035,0.02,2483,316000,2068,
Highgrove CDP,16000US0633574,California,Riverside,5786,1797.4,61494,1560,5786,5786,31.2,3360,0.134,0,0.073,1213,0.094,0.105,1634,402000,1560,
Highland city,16000US0633588,California,San Bernardino,55049,2936.2,64868,16138,55049,55049,30.9,32522,0.119,0,0.099,12822,0.145,0.083,17023,330200,16138,
Highlands-Baywood Park CDP,16000US0633633,California,San Mateo,4767,2633,195833,1570,4767,4767,44.9,3288,0.287,1,0.368,1279,0.02,0.041,1597,1763800,1570,
Hillsborough town,16000US0633798,California,San Mateo,11447,1849.2,250001,3633,11447,11447,47.9,7737,0.35,1,0.44,3238,0.018,0.03,4031,2000001,3633,
Hilmar-Irwin CDP,16000US0633861,California,Merced,5755,1465.5,67426,1951,5755,5755,37.5,3822,0.129,0,0.05,1448,0.099,0.038,2001,284300,1951,
Hiouchi CDP,16000US0633935,California,Del Norte,244,420.8,97629,133,244,244,67.9,239,0.197,0,0.113,110,0.082,0,202,461600,133,
Hollister city,16000US0634120,California,San Benito,38687,5265.1,80629,10995,38687,38687,33.4,23822,0.105,0,0.045,8899,0.083,0.079,11361,476800,10995,
Holtville city,16000US0634246,California,Imperial,6527,5653.1,46161,1682,6527,6527,32.9,3689,0.067,0,0.041,1192,0.213,0.178,2126,186600,1682,
Home Garden CDP,16000US0634281,California,Kings,1521,3074.3,37313,393,1521,1521,28,850,0.007,0,0.004,329,0.222,0.103,438,114100,393,
Home Gardens CDP,16000US0634302,California,Riverside,12153,8039.8,67985,3054,12153,12153,32.5,7379,0.093,0,0.032,2461,0.133,0.057,3100,352000,3054,
Homeland CDP,16000US0634316,California,Riverside,7086,1659.7,49180,2060,7086,7086,35.1,4392,0.065,0,0.037,1451,0.127,0.085,2205,156300,2060,
Homestead Valley CDP,16000US0634392,California,San Bernardino,2865,84.6,31864,1391,2865,2865,55.5,2347,0.112,0,0.049,748,0.219,0.183,2169,146600,1391,
Homewood Canyon CDP,16000US0634405,California,Inyo,69,6.7,-1,46,69,69,68.6,69,0.261,1,0,27,0,0,53,-1,46,
Honcut CDP,16000US0634428,California,Butte,116,27.4,19479,41,116,116,35.4,75,0.24,0,0,30,0.4,0,135,-1,41,
Hood CDP,16000US0634484,California,Sacramento,313,993.1,58869,103,313,313,38.6,219,0.041,0,0,33,0,0,103,450000,103,
Hoopa CDP,16000US0634540,California,Humboldt,3201,156.8,37564,1040,3201,3201,29.7,1774,0.151,0,0.024,674,0.273,0.083,1298,215700,1040,
Hopland CDP,16000US0634652,California,Mendocino,920,261,41595,283,920,920,31,616,0.19,0,0.023,203,0.177,0.108,314,408300,283,
Hornbrook CDP,16000US0634694,California,Siskiyou,211,181.1,35694,97,211,211,61.4,157,0.038,0,0.057,50,0.24,0.103,122,-1,97,
Hornitos CDP,16000US0634708,California,Mariposa,66,56.6,-1,39,66,66,52.1,66,0,0,0,29,0,0,39,-1,39,
Hughson city,16000US0634904,California,Stanislaus,7460,3839.2,79455,2486,7460,7460,32.7,4625,0.125,0,0.095,1800,0.063,0.049,2618,334300,2486,
Humboldt Hill CDP,16000US0634928,California,Humboldt,4315,1038.5,71642,1590,4315,4315,37.2,2679,0.133,0,0.068,982,0.03,0.116,1622,269900,1590,
Huntington Beach city,16000US0636000,California,Orange,200259,7416.3,95046,76911,200259,200259,42.4,146909,0.263,1,0.163,50060,0.049,0.043,81494,771100,76911,
Huntington Park city,16000US0636056,California,Los Angeles,58353,19370,42447,14618,58353,58353,31.3,34676,0.05,0,0.015,12282,0.218,0.083,15003,412600,14618,
Huron city,16000US0636084,California,Fresno,7115,4445.8,25060,1734,7115,7115,26.5,3975,0.008,0,0.003,1462,0.425,0.144,1812,163000,1734,
Hyampom CDP,16000US0636098,California,Trinity,115,5.7,-1,57,115,115,61.2,115,0.235,0,0,30,0,0,143,-1,57,
Hydesville CDP,16000US0636126,California,Humboldt,1063,141.7,58500,450,1063,1063,50.7,836,0.123,0,0.061,316,0.108,0.011,487,485400,450,
Idlewild CDP,16000US0636168,California,Tulare,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,21,-1,0,
Idyllwild-Pine Cove CDP,16000US0636203,California,Riverside,2510,182.9,78977,1196,2510,2510,56,2011,0.244,0,0.14,683,0.129,0.05,4187,335100,1196,
Imperial Beach city,16000US0636294,California,San Diego,27315,6352.8,53690,9547,27315,27315,32.5,17717,0.143,0,0.076,6318,0.138,0.087,10762,563600,9547,
Imperial city,16000US0636280,California,Imperial,17454,2799,85654,4381,17454,17454,27.3,9338,0.147,0,0.084,3485,0.075,0.112,5646,239900,4381,
Independence CDP,16000US0636350,California,Inyo,603,123.9,43365,286,603,603,44.6,455,0.165,0,0.042,131,0.198,0.02,381,170800,286,
Indian Falls CDP,16000US0636364,California,Plumas,53,28.8,-1,35,53,53,52.1,53,0,0,0,0,0,0,48,-1,35,
Indian Wells city,16000US0636434,California,Riverside,5370,375,107500,2778,5370,5370,67.9,4932,0.324,1,0.231,1771,0.037,0.046,5782,722500,2778,
Indianola CDP,16000US0636420,California,Humboldt,739,523.4,41667,362,739,739,47,579,0.112,0,0.095,241,0.237,0.149,362,-1,362,
Indio Hills CDP,16000US0636452,California,Riverside,782,35.8,45729,234,782,782,31.5,496,0.044,0,0,177,0.124,0.003,299,191300,234,
Indio city,16000US0636448,California,Riverside,89469,2692.7,53669,32470,89469,89469,40,62153,0.109,0,0.062,20747,0.109,0.085,38996,281400,32470,
Industry city,16000US0636490,California,Los Angeles,373,31.6,89583,85,373,373,26.4,200,0.135,0,0.01,76,0.066,0.077,89,441700,85,
Inglewood city,16000US0636546,California,Los Angeles,109613,12087.9,54400,35997,109613,109613,36.1,73397,0.147,0,0.065,23881,0.14,0.08,38051,483000,35997,
Interlaken CDP,16000US0636613,California,Santa Cruz,7817,797,75488,1951,7817,7817,32.2,4782,0.111,0,0.053,1671,0.143,0.044,2101,543400,1951,
Inverness CDP,16000US0636616,California,Marin,1097,171.4,97059,632,1097,1097,62.5,970,0.389,1,0.322,303,0.053,0.056,1115,946000,632,
Inyokern CDP,16000US0636658,California,Kern,696,63.7,73333,272,696,696,33.5,461,0.38,1,0.065,213,0.235,0,375,171300,272,
Ione city,16000US0636672,California,Amador,7753,1692,73036,1935,7753,7753,46.9,6365,0.076,0,0.033,1415,0.042,0.008,2262,314800,1935,
Iron Horse CDP,16000US0636735,California,Plumas,191,24.7,-1,95,191,191,37,136,0.301,1,0,46,0,0,181,-1,95,
Irvine city,16000US0636770,California,Orange,273157,4162.8,105126,98281,273157,273157,34.2,176783,0.386,1,0.303,64991,0.076,0.045,105565,838000,98281,
Irwindale city,16000US0636826,California,Los Angeles,1394,158,72500,392,1394,1394,33.9,921,0.126,0,0.029,278,0.036,0.077,425,430200,392,
Isla Vista CDP,16000US0636868,California,Santa Barbara,27707,14977.6,24545,5386,27707,27707,20.6,3393,0.216,0,0.398,845,0.253,0.144,5827,466700,5386,
Isleton city,16000US0636882,California,Sacramento,544,1237.5,36875,260,544,544,41.3,426,0.028,0,0.026,153,0.072,0.045,367,205700,260,
Ivanhoe CDP,16000US0636910,California,Tulare,4215,2092.9,38859,1188,4215,4215,34.2,2513,0.057,0,0,926,0.247,0.114,1188,138700,1188,
Jackson city,16000US0636980,California,Amador,4751,1321.8,53462,2110,4751,4751,46.5,3720,0.141,0,0.039,1257,0.095,0.069,2352,260400,2110,
Jacumba CDP,16000US0637022,California,San Diego,307,50.2,-1,193,307,307,68.1,284,0.053,0,0,73,0,0,193,141000,193,
Jamestown CDP,16000US0637106,California,Tuolumne,3107,1035.2,45547,1603,3107,3107,47,2447,0.088,0,0.036,732,0.134,0.056,1691,190200,1603,
Jamul CDP,16000US0637120,California,San Diego,5445,323.5,117971,1916,5445,5445,53.8,4429,0.228,0,0.206,1569,0.01,0.046,2061,669700,1916,
Janesville CDP,16000US0637134,California,Lassen,1409,106.8,71346,588,1409,1409,38.4,1067,0.106,0,0.051,497,0.026,0.098,597,286500,588,
Jenner CDP,16000US0637274,California,Sonoma,30,14.2,26324,30,30,30,39.9,30,0,0,0.567,0,0,0,103,-1,30,
Johannesburg CDP,16000US0637400,California,Kern,119,49.3,2499,58,119,119,31,92,0,0,0,24,0,0,121,-1,58,
Johnstonville CDP,16000US0637484,California,Lassen,1132,135.5,75781,414,1132,1132,41.1,751,0.099,0,0.075,328,0.012,0.086,504,216700,414,
Johnsville CDP,16000US0637512,California,Plumas,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,89,-1,0,
Joshua Tree CDP,16000US0637554,California,San Bernardino,7581,210.1,39424,3089,7581,7581,40.1,5433,0.12,0,0.07,1648,0.189,0.108,4012,150100,3089,
Julian CDP,16000US0637582,California,San Diego,1019,129.2,66169,499,1019,1019,61.7,872,0.143,0,0.046,363,0,0,717,363000,499,
Junction City CDP,16000US0637596,California,Trinity,682,24.4,53952,334,682,682,60.2,581,0.176,0,0.067,223,0.04,0.081,416,352000,334,
June Lake CDP,16000US0637624,California,Mono,390,48.8,-1,187,390,390,66.9,368,0.106,0,0.122,163,0.061,0,794,404300,187,
Jurupa Valley city,16000US0637692,California,Riverside,105653,2460.4,70642,24907,105653,105653,32.1,64013,0.091,0,0.041,20280,0.118,0.087,26021,363000,24907,
Keddie CDP,16000US0637904,California,Plumas,76,115.6,117667,28,76,76,59.5,64,0.203,0,0.703,28,0,0.406,76,-1,28,
Keeler CDP,16000US0637918,California,Inyo,10,7.7,-1,10,10,10,-1,10,0,0,0.5,0,0,0,30,-1,10,
Keene CDP,16000US0637946,California,Kern,228,23.6,-1,89,228,228,57.5,189,0.18,0,0.418,89,0,0,111,445700,89,
Kelly Ridge CDP,16000US0638024,California,Butte,2850,1460.5,49458,1245,2850,2850,50.9,2081,0.12,0,0.024,638,0.071,0.029,1521,182200,1245,
Kelseyville CDP,16000US0638044,California,Lake,3560,1234,42418,1383,3560,3560,37.9,2446,0.084,0,0.056,949,0.135,0.143,1461,-1,1383,
Kennedy CDP,16000US0638065,California,San Joaquin,3356,2769,45972,859,3356,3356,30.3,1953,0.051,0,0,730,0.182,0.161,901,166600,859,
Kennedy Meadows CDP,16000US0638076,California,Tulare,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,52,-1,0,
Kensington CDP,16000US0638086,California,Contra Costa,5329,5629.9,146563,2254,5329,5329,50.5,4047,0.367,1,0.486,1511,0.038,0.044,2367,944000,2254,
Kentfield CDP,16000US0638114,California,Marin,7020,2319.5,214081,2567,7020,7020,45.4,4736,0.431,1,0.372,1874,0.022,0.037,2698,1997100,2567,
Kenwood CDP,16000US0638156,California,Sonoma,716,138.6,74792,425,716,716,62.9,555,0.438,1,0.249,136,0,0,547,895100,425,
Kerman city,16000US0638226,California,Fresno,14816,4534.7,46449,3902,14816,14816,27.7,8366,0.058,0,0.017,3180,0.183,0.083,3983,224500,3902,
Kernville CDP,16000US0638310,California,Kern,663,52.6,-1,386,663,663,61.1,539,0.252,1,0.16,90,0,0.008,654,232300,386,
Keswick CDP,16000US0638352,California,Shasta,289,85.6,-1,124,289,289,45.9,186,0.108,0,0.086,82,0.171,0,159,185000,124,
Kettleman City CDP,16000US0638394,California,Kings,1136,5383.9,56223,287,1136,1136,30.3,692,0,0,0,267,0.236,0.083,307,-1,287,
Keyes CDP,16000US0638422,California,Stanislaus,6548,2325.3,51494,1704,6548,6548,31,3665,0.05,0,0.011,1331,0.213,0.111,1851,205700,1704,
King City city,16000US0638520,California,Monterey,13921,3573.1,49375,3325,13921,13921,28,7794,0.031,0,0.01,2830,0.17,0.029,3606,252500,3325,
Kings Beach CDP,16000US0638548,California,Placer,3044,885.1,49485,1305,3044,3044,35.3,2325,0.169,0,0.106,722,0.147,0.014,2402,471000,1305,
Kingsburg city,16000US0638562,California,Fresno,11955,3224.8,68738,3996,11955,11955,34.8,7546,0.204,0,0.097,2873,0.099,0.057,4077,276800,3996,
Kingvale CDP,16000US0638604,California,Nevada; Placer,71,73.8,-1,32,71,71,35.2,40,1,1,0,32,0,0,246,-1,32,
Kirkwood CDP,16000US0638646,California,Alpine; Amador,80,18.4,80227,34,80,80,36,67,0.075,0,0.269,2,0,0.075,702,659100,34,
Klamath CDP,16000US0638702,California,Del Norte,632,51,35455,250,632,632,47.8,455,0.136,0,0.031,143,0.196,0.163,377,123500,250,
Knights Landing CDP,16000US0638800,California,Yolo,1036,2066.9,42868,291,1036,1036,39.4,718,0.085,0,0.039,227,0.128,0.177,291,184000,291,
Knightsen CDP,16000US0638772,California,Contra Costa,1176,140.7,104375,465,1176,1176,50.2,877,0.173,0,0.014,336,0.021,0.012,511,705400,465,
La Cañada Flintridge city,16000US0639003,California,Los Angeles,20261,2348.8,175788,6423,20261,20261,45.1,13669,0.366,1,0.393,5450,0.018,0.031,6890,1518000,6423,
La Crescenta-Montrose CDP,16000US0639045,California,Los Angeles,19689,5743.9,102989,6917,19689,19689,43,13859,0.32,1,0.193,5180,0.058,0.049,7389,823400,6917,
La Habra Heights city,16000US0639304,California,Los Angeles,6574,1067.3,115762,2197,6574,6574,46.7,4785,0.287,1,0.191,1792,0.035,0.041,2313,928200,2197,
La Habra city,16000US0639290,California,Orange,60594,8239.6,79325,18416,60594,60594,36,40453,0.19,0,0.096,14007,0.094,0.075,19025,539200,18416,
La Honda CDP,16000US0639318,California,San Mateo,960,225.7,148144,399,960,960,41.7,795,0.279,1,0.38,162,0,0.041,453,688000,399,
La Mesa city,16000US0640004,California,San Diego,59556,6548.5,66051,23288,59556,59556,35.7,42411,0.241,0,0.137,13703,0.085,0.07,24871,530400,23288,
La Mirada city,16000US0640032,California,Los Angeles,48764,6233.9,95685,14217,48764,48764,39.6,32731,0.221,0,0.104,11550,0.033,0.061,14534,569500,14217,
La Palma city,16000US0640256,California,Orange,15604,8749.4,107724,4820,15604,15604,43.7,11405,0.318,1,0.158,3915,0.029,0.041,4932,659100,4820,
La Porte CDP,16000US0640312,California,Plumas,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,122,-1,0,
La Presa CDP,16000US0640326,California,San Diego,38227,6953.4,66158,10816,38227,38227,34.1,25113,0.148,0,0.042,8443,0.077,0.084,11098,421300,10816,
La Puente city,16000US0640340,California,Los Angeles,40020,11504,64592,9415,40020,40020,33,25546,0.088,0,0.021,8211,0.121,0.062,9703,419800,9415,
La Quinta city,16000US0640354,California,Riverside,41076,1165,77839,15948,41076,41076,47.9,30036,0.227,0,0.135,11079,0.075,0.075,25990,398200,15948,
La Riviera CDP,16000US0640410,California,Sacramento,10840,5705.9,64518,4384,10840,10840,35,7637,0.234,0,0.093,2517,0.086,0.063,4691,290800,4384,
La Selva Beach CDP,16000US0640508,California,Santa Cruz,2679,505.8,102639,1073,2679,2679,48.7,2005,0.315,1,0.288,720,0.058,0.077,1343,962800,1073,
La Verne city,16000US0640830,California,Los Angeles,32211,3819.6,88131,11521,32211,32211,45.1,22724,0.229,0,0.151,8281,0.052,0.074,12007,588300,11521,
La Vina CDP,16000US0640872,California,Madera,211,2094.9,-1,51,211,211,26.1,115,0.27,1,0,51,0.922,0,80,-1,51,
Ladera CDP,16000US0639094,California,San Mateo,1607,3525.3,250001,508,1607,1607,43.3,1043,0.405,1,0.483,460,0,0.059,545,2000001,508,
Ladera Heights CDP,16000US0639108,California,Los Angeles,6620,2232.3,101439,2866,6620,6620,49,5026,0.267,1,0.283,1721,0.013,0.087,3080,1021000,2866,
Ladera Ranch CDP,16000US0639114,California,Orange,27277,5550.6,161348,8353,27277,27277,34.4,15739,0.445,1,0.223,7104,0.029,0.042,8518,820100,8353,
Lafayette city,16000US0639122,California,Contra Costa,26305,1748.4,178889,9426,26305,26305,45.3,18265,0.383,1,0.334,7239,0.006,0.045,10114,1428900,9426,
Laguna Beach city,16000US0639178,California,Orange,23036,2590.7,129983,10235,23036,23036,51.7,17871,0.362,1,0.299,5992,0.027,0.06,13362,1771600,10235,
Laguna Hills city,16000US0639220,California,Orange,31617,4787.9,100985,11037,31617,31617,42.8,22686,0.319,1,0.186,7726,0.047,0.042,11533,707700,11037,
Laguna Niguel city,16000US0639248,California,Orange,65808,4464.3,108537,25290,65808,65808,45.2,47836,0.329,1,0.207,18158,0.048,0.04,27379,827100,25290,
Laguna Woods city,16000US0639259,California,Orange,16053,4799.1,44020,11003,16053,16053,75.6,15998,0.281,1,0.211,3982,0.061,0.035,12398,288400,11003,
Lagunitas-Forest Knolls CDP,16000US0639283,California,Marin,1771,417.1,101484,717,1771,1771,40.6,1344,0.281,1,0.225,403,0.055,0.031,802,849300,717,
Lake Almanor Country Club CDP,16000US0639411,California,Plumas,408,148.7,95515,203,408,408,63.4,337,0.338,1,0.154,139,0.165,0.184,1493,460500,203,
Lake Almanor Peninsula CDP,16000US0639420,California,Plumas,366,120.6,90833,184,366,366,65.5,343,0.204,0,0.122,110,0.045,0,646,293100,184,
Lake Almanor West CDP,16000US0639425,California,Plumas,224,98,-1,108,224,224,57.7,178,0.292,1,0.202,104,0,0.065,521,-1,108,
Lake Arrowhead CDP,16000US0639444,California,San Bernardino,8940,504.3,61732,3547,8940,8940,45.8,6589,0.144,0,0.162,2498,0.124,0.075,12076,373700,3547,
Lake California CDP,16000US0639460,California,Tehama,3329,528.8,67063,1207,3329,3329,35.2,2174,0.158,0,0.06,837,0.035,0.049,1261,204900,1207,
Lake City CDP,16000US0639472,California,Modoc,56,9.6,-1,40,56,56,68.4,53,0.245,0,0,20,0.45,0,58,187500,40,
Lake Davis CDP,16000US0639483,California,Plumas,52,9.6,-1,34,52,52,77.7,52,0,0,0.385,21,0,0,108,-1,34,
Lake Don Pedro CDP,16000US0639484,California,Mariposa,901,71.8,43148,430,901,901,55.4,708,0.213,0,0.069,271,0.033,0.149,551,225700,430,
Lake Elsinore city,16000US0639486,California,Riverside,65817,1720,71476,17664,65817,65817,30.6,38729,0.144,0,0.052,14471,0.116,0.082,18909,352600,17664,
Lake Forest city,16000US0639496,California,Orange,83974,5048.8,109492,29338,83974,83974,39.6,59556,0.313,1,0.174,21555,0.046,0.042,30738,647500,29338,
Lake Hughes CDP,16000US0639556,California,Los Angeles,520,48.9,96563,192,520,520,56.9,394,0.211,0,0.183,146,0,0.043,245,335600,192,
Lake Isabella CDP,16000US0639570,California,Kern,3495,161,35500,1542,3495,3495,48.6,2644,0.085,0,0.011,960,0.227,0.162,2334,84300,1542,
Lake Los Angeles CDP,16000US0639612,California,Los Angeles,11751,1206.3,45881,3355,11751,11751,35.1,7234,0.043,0,0.029,2757,0.236,0.1,3695,180200,3355,
Lake Mathews CDP,16000US0639645,California,Riverside,6792,426.4,102188,1911,6792,6792,40.9,4604,0.149,0,0.117,1625,0.087,0.042,1946,526600,1911,
Lake Nacimiento CDP,16000US0639670,California,San Luis Obispo,2981,288,70000,1194,2981,2981,39.9,2027,0.094,0,0.084,720,0.075,0.027,2003,366400,1194,
Lake Riverside CDP,16000US0639715,California,Riverside,1354,185.7,78810,384,1354,1354,41,947,0.119,0,0.097,328,0.125,0.163,415,327700,384,
Lake San Marcos CDP,16000US0639724,California,San Diego,4713,2761.2,71923,2376,4713,4713,61.7,4108,0.278,1,0.157,1288,0.05,0.059,2735,602700,2376,
Lake Sherwood CDP,16000US0639735,California,Ventura,1677,534.7,250001,624,1677,1677,51.9,1299,0.393,1,0.347,532,0,0.045,699,1830000,624,
Lake Wildwood CDP,16000US0639885,California,Nevada,5232,1710.9,71384,2213,5232,5232,60.6,4285,0.218,0,0.144,1684,0.037,0.014,2721,395900,2213,
Lake of the Pines CDP,16000US0639690,California,Nevada,3599,2407.3,89214,1541,3599,3599,54.2,2768,0.285,1,0.173,1026,0.015,0.075,1655,425600,1541,
Lake of the Woods CDP,16000US0639696,California,Kern,931,264.3,45774,386,931,931,55.6,710,0.104,0,0.068,176,0,0,431,173900,386,
Lakehead CDP,16000US0639514,California,Shasta,670,142.7,52625,277,670,670,37.7,545,0.075,0,0.024,181,0.166,0.061,328,206500,277,
Lakeland Village CDP,16000US0639598,California,Riverside,13002,1480.6,52913,3471,13002,13002,33.9,7880,0.067,0,0.028,2586,0.127,0.081,3737,293800,3471,
Lakeport city,16000US0639710,California,Lake,4910,1605.6,58967,2129,4910,4910,51.3,3791,0.199,0,0.058,1069,0.016,0.055,2555,256300,2129,
Lakeside CDP,16000US0639766,California,San Diego,21917,3163.3,74823,7403,21917,21917,39.3,14816,0.116,0,0.061,5279,0.065,0.07,7840,428200,7403,
Lakeview CDP,16000US0639836,California,Riverside,2638,809.3,63214,536,2638,2638,29,1542,0.075,0,0.017,460,0.322,0.05,586,346100,536,
